id,location,region,type,month,day,descr,deaths,death_stat,lon,lat
921,Tankosic,Kosovo,military units,5,11,,1,military,21.26,42.38
922,Termoelektrana Nikola Tesla A,Serbia,industry,5,31,plant,0,,20.16,44.67
923,Topcider,Serbia,military units,3,26,,0,,20.45,44.78
924,Topcider,Belgrade,military facility,3,31,,4,military,20.45,44.78
925,Topli Do,Serbia,military units,4,29,,0,,22.68,43.34
926,Tornik,Serbia,civilian,4,8,,3,civilian,19.54,44.2
927,Tornik,Serbia,communications,4,8,,0,,19.54,44.2
928,Tornik,Serbia,communications,4,15,,0,,19.54,44.2
929,Tornik,Serbia,military units,4,20,,0,,19.54,44.2
930,Tornik,Serbia,military units,5,5,,0,,19.54,44.2
931,Tresnja,Serbia,military facility,3,27,,0,,20.57,44.61
932,Tresnja,Serbia,military units,5,11,,0,,20.57,44.61
933,Trstenik,Serbia,infrastructure,4,30,bridge,2,civilian,21,43.62
934,Trstenik,Serbia,infrastructure,5,1,bridge,0,,21,43.62
935,Trstenik,Serbia,military units,5,12,,0,,21,43.62
936,Trupalske sume,Serbia,infrastructure,5,17,bridge,0,,21.8,43.36
937,Tucep,Kosovo,military units,5,27,,0,,20.58,42.74
938,Turekovac,Serbia,military units,4,11,,0,,21.88,42.98
939,Tuzi,Montenegro,military units,4,16,,0,,19.28,42.37
940,Tuzi,Montenegro,military units,4,16,,0,,19.28,42.37
941,Tuzi,Montenegro,military units,4,28,,1,civilian,19.28,42.37
942,Ugrinovci,Belgrade,military units,4,29,,1,military,20.19,44.88
943,Ulcinj,Montenegro,military units,3,24,military,0,,19.2,41.93
944,Urosevac,Kosovo,military units,3,25,police,3,police,21.13,42.38
945,Urosevac,Kosovo,military facility,3,30,military,1,military,21.13,42.38
946,Urosevac,Kosovo,industry,4,12,factory,0,,21.13,42.38
947,Urosevac,Kosovo,military facility,5,5,civilian,0,,21.13,42.38
948,Urosevac,Kosovo,military facility,5,9,,0,,21.13,42.38
949,Urosevac,Kosovo,military facility,5,13,,0,,21.13,42.38
950,Urosevac,Kosovo,military facility,5,15,,0,,21.13,42.38
951,Urosevac,Kosovo,military facility,5,21,,0,,21.13,42.38
952,Urosevac,Kosovo,military facility,5,23,baracks,1,civilian,21.13,42.38
953,Urosevac,Kosovo,military facility,6,9,baracks,0,,21.13,42.38
954,"Usce, Kraljevo",Serbia,military units,5,29,,0,,20.61,43.47
955,Usice,Serbia,military units,4,13,,0,,19.84,43.86
956,Usice,Serbia,military units,4,18,,0,,19.84,43.86
957,Usice,Serbia,communications,4,23,,0,,19.84,43.86
958,Usice,Serbia,military units,5,4,,0,,19.84,43.86
959,Usice,Serbia,civilian,5,8,,0,,19.84,43.86
960,Usice,Serbia,military units,5,13,,0,,19.84,43.86
961,Usice,Serbia,military units,5,15,,0,,19.84,43.86
962,Usice,Serbia,military units,5,21,,0,,19.84,43.86
963,Valjevo,Serbia,military units,4,6,,2,military,19.9,44.28
964,Valjevo,Serbia,industry,4,14,factory,0,,19.9,44.28
965,Valjevo,Serbia,military units,4,15,,0,,19.87,44.27
966,Valjevo,Serbia,industry,4,17,factory,0,,19.9,44.28
967,Valjevo,Serbia,industry,4,20,factory,0,,19.9,44.28
968,Valjevo,Serbia,industry,4,21,factory,1,civilian,19.9,44.28
969,Valjevo,Serbia,industry,4,22,factory,0,,19.9,44.28
970,Valjevo,Serbia,industry,4,23,factory,0,,19.9,44.28
971,Valjevo,Serbia,industry,4,30,factory,0,,19.9,44.28
972,Valjevo,Serbia,military units,5,3,,0,,19.9,44.28
973,Valjevo,Serbia,military units,5,4,,1,military,19.9,44.28
974,Valjevo,Serbia,industry,5,8,police/factory,0,,19.9,44.28
975,Valjevo,Serbia,infrastructure,5,11,bridge,0,,19.9,44.27
976,Valjevo,Serbia,industry,5,18,factory,1,civilian,19.9,44.28
977,Valjevo,Serbia,industry,5,28,factory,0,,19.9,44.28
978,Valjevo,Serbia,industry,5,29,factory,0,,19.9,44.28
979,Varvarin,Serbia,infrastructure,5,30,bridge,10,civilian,21.37,43.72
980,Vatin,Serbia,infrastructure,5,6,bridge,0,,21.25,45.23
981,Velika Grabovnica,Serbia,military units,5,26,,0,,22.01,42.93
982,Velika Jablanica,Kosovo,military units,5,3,,5,civilian,20.32,42.76
983,Velika Mostanica,Belgrade,military units,6,2,,0,,20.35,44.66
984,Velika Plana,Serbia,infrastructure,5,10,bridge,0,,21.08,44.34
985,Velika Plana,Serbia,infrastructure,5,17,bridge,0,,21.08,44.34
986,Velika Plana,Serbia,military units,5,21,,0,,21.07,44.33
987,Velika Plana,Serbia,infrastructure,5,26,bridge,0,,21.08,44.34
988,Velika Plana,Serbia,infrastructure,6,3,bridge,0,,21.08,44.34
989,Velika Plana,Serbia,infrastructure,5,10,bridge,0,,21.07,44.34
990,Velika reka,Kosovo,military units,5,11,,0,,19.23,44.27
991,Velika Slatina,Kosovo,infrastructure,4,12,bridge,0,,21.01,42.6
992,Veliki Crljeni,Belgrade,infrastructure,5,13,plant,0,,20.3,44.48
993,Veliki Crljeni,Belgrade,industry,5,21,plant,0,,20.3,44.48
994,Veliki Crljeni,Belgrade,industry,5,22,plant,0,,20.3,44.48
995,Veliki Jastrebac,Serbia,communications,3,24,,0,,21.37,43.43
996,Veliki Slankamen,Vojvodina,military units,4,20,,0,,20.22,45.13
997,Veliki sturac,Serbia,military units,6,7,,0,,20.53,44.13
998,Velikince,Kosovo,military units,5,23,,0,,21.48,42.43
999,Veliko Orasje,Serbia,infrastructure,5,17,bridge,0,,21.08,44.36
1000,Veliko Ribare,Kosovo,military units,5,27,,1,military,21.03,42.51
1001,Veliko Selo,Belgrade,infrastructure,6,1,motorway,0,,20.6,44.81
1002,Veric,Kosovo,military units,5,27,,0,,20.55,42.75
1003,Veternik,Vojvodina,military units,3,29,,0,,19.76,45.25
1004,Veternik,Vojvodina,military units,5,27,,0,,19.76,45.25
1005,Vezirovo brdo,Serbia,military units,4,30,,0,,21.44,43.91
1006,Vidikovac,Serbia,civilian,5,30,marketplace,0,,20.41,44.74
1007,Vinoraca,Serbia,military units,6,2,,0,,21.21,43.96
1008,"Visibaba, Usice",Serbia,military units,5,29,,0,,20,43.83
1009,Visoka,Serbia,military units,4,19,,0,,19.86,43.61
1010,Visoka,Serbia,military units,5,15,,0,,19.86,43.61
1011,Vitak,Kosovo,military units,5,13,,7,,20.71,42.77
1012,Vitanovac,Serbia,military units,4,5,,0,,20.8,43.73
1013,Vitanovac,Serbia,military units,4,30,,0,,20.8,43.73
1014,Vitanovac,Serbia,military units,5,1,,0,,20.8,43.73
1015,Vitanovac,Kosovo,military units,5,2,,0,,20.8,43.73
1016,Vitanovac,Serbia,military units,5,3,,0,,20.8,43.73
1017,Vitina,Kosovo,civilian,5,29,cemetary,0,,21.36,42.32
1018,Vladicin Han,Serbia,infrastructure,5,11,civilian/bridge,2,civilian,22.06,42.71
1019,Vladicin Han,Serbia,military units,5,17,,0,,22.06,42.71
1020,Vladicin Han,Serbia,infrastructure,5,28,bridge,0,,22.06,42.71
1021,"Volgina ulica, Zvezdara",Serbia,civilian,5,31,house,0,,20.51,44.8
1022,Volujak,Kosovo,military facility,4,8,,1,military,20.59,42.55
1023,Volujak,Kosovo,military units,4,14,,7,military,20.59,42.55
1024,Vracar,Serbia,civilian,4,30,,1,civilian,20.47,44.8
1025,Vranesi,Serbia,military units,5,27,,0,,20.81,43.68
1026,Vranje,Serbia,civilian,4,5,,2,civilian,21.9,42.56
1027,Vranje,Serbia,military units,4,15,,0,,21.9,42.56
1028,Vranje,Serbia,military units,4,22,,1,military,21.9,42.56
1029,Vranje,Serbia,various,5,17,"factory, bus station",0,,21.9,42.56
1030,Vranje,Serbia,various,5,30,baracks/house,1,civilian,21.9,42.56
1031,Vranje,Serbia,communications,5,31,relay,0,,21.9,42.56
1032,Vranje,Serbia,military units,6,9,,0,,21.9,42.56
1033,Vrba,Serbia,military units,4,17,,0,,20.79,43.69
1034,Vrba,Serbia,civilian,4,21,farm,0,,20.79,43.69
1035,Vrbas,Serbia,infrastructure,5,13,bridge,0,,19.61,45.59
1036,Vrbas,Serbia,communications,5,20,radio relay,0,,19.61,45.59
1037,Vrbas,Serbia,communications,5,23,relay,0,,19.61,45.59
1038,Vrbnica,Kosovo,military units,4,15,,4,military,21.29,44.47
1039,Vrbnica,Kosovo,military units,5,31,,1,military,21.29,44.47
1040,Vrbovac,Kosovo,military units,3,29,civilian,0,,20.93,44.56
1041,Vrbovac,Kosovo,military units,6,1,,1,military,20.93,44.56
1042,Vrdila,Serbia,military units,4,15,,0,,20.57,43.71
1043,Vrdnik,Serbia,military units,5,30,,0,,19.79,45.12
1044,Vrelo,Kosovo,military units,5,9,,0,,20.03,44.5
1045,Vrnjacka banja,Serbia,military units,5,12,,0,,20.85,43.59
1046,Vrsac,Serbia,communications,4,30,,0,,21.3,45.12
1047,Vrsac,Serbia,military units,5,29,,0,,21.3,45.12
1048,Vrsac,Serbia,various,6,5,,0,,21.3,45.12
1049,"Vucak, Smederevo",Serbia,military facility,3,24,,0,,20.9,44.62
1050,Vucitrn,Kosovo,military units,3,29,,1,civilian,20.97,42.82
1051,Vukicevica,Serbia,military units,4,5,,1,military,20,44.56
1052,Zabalj,Vojvodina,military units,5,20,,0,,20.06,45.39
1053,"Zabucje, Usice",Serbia,communications,5,25,relay,0,,19.84,43.85
1054,"Zabucje, Usice",Serbia,communications,5,27,relay,0,,19.84,43.85
1055,Zagradska Ho?a,Kosovo,military units,5,19,,0,,20.69,42.17
1056,Zagrmlje,Kosovo,military units,3,30,,0,,20.28,42.62
1057,Zajecar,Serbia,military facility,4,13,barracks,0,,22.25,43.9
1058,Zakuta,Serbia,military units,4,25,,0,,20.81,43.84
1059,Zarca,Serbia,military units,5,1,,0,,20.62,43.47
1060,Zarkovo,Serbia,military facility,3,25,,0,,20.41,44.76
1061,Zdravcici,Serbia,military units,4,28,,0,,19.95,43.85
1062,Zdravcici,Serbia,civilian,4,29,,0,,19.95,43.85
1063,Zdravcici,Serbia,industry,5,2,refinery,0,,19.95,43.85
1064,Zdrelo,Kosovo,military units,5,26,,1,military,20.65,42.44
1065,Zemun Polje,Serbia,industry,4,23,factory,0,,20.31,44.87
1066,Zezeljev most,Serbia,infrastructure,4,21,bridge,0,,19.86,45.26
1067,Zjum,Kosovo,military units,6,6,,0,,20.66,42.11
1068,Zlatibor,Serbia,military units,4,30,,0,,19.67,43.7
1069,Zlatibor,Serbia,military facility,5,26,bunker,0,,19.67,43.7
1070,Zrenjaninski put,Belgrade,civilian,5,16,gas station,0,,20.47,44.88
1071,Zuce,Belgrade,military units,3,30,,0,,20.55,44.7
1072,Zuce,Belgrade,military units,3,31,,0,,20.55,44.7
1073,Zuce,Belgrade,military units,5,10,,0,,20.55,44.7
1074,Zuce,Belgrade,military units,5,28,,0,,20.55,44.7
1075,Zulfaj,Kosovo,military units,5,5,,1,military,20.41,42.3
1076,Zur,Kosovo,military units,5,18,,0,,20.62,42.16
1077,Zvecka,Serbia,communications,5,30,relay,0,,20.16,44.64
1078,Zvecka,Serbia,communications,5,31,relay,0,,20.16,44.64
1079,Zvezdara,Belgrade,military units,6,8,,0,,20.5,44.81
